year,subject_area_abbrev,country,article_amount
2019,MATE,United States,20
2019,MEDI,United States,204
2019,PHYS,United States,132
2020,AGRI,United States,45
2020,IMMU,United States,33
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,PHYS,United States,112
2021,BIOC,United States,70
2021,MEDI,United States,253
2021,MEDI,United States,253
2022,BIOC,United States,53
2022,MEDI,United States,243
2022,PHAR,United States,28
2023,AGRI,United States,41
2023,ECON,United States,8
2023,ENGI,United States,22
2023,MEDI,United States,194
2019,ENGI,Viet Nam,12
2020,PHAR,Viet Nam,7
2021,MEDI,Viet Nam,35
2022,HEAL,Thailand,67
2022,IMMU,Thailand,269
2022,MATE,Thailand,362
2022,MATH,Thailand,140
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,NURS,Thailand,76
2022,NURS,Thailand,76
2022,PHYS,Thailand,334
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,VETE,Thailand,139
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,BUSI,Thailand,79
2023,CENG,Thailand,252
2023,CENG,Thailand,252
2023,COMP,Thailand,246
2023,DECI,Thailand,36
2023,EART,Thailand,87
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,ENVI,Thailand,272
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,PHAR,Thailand,139
2023,SOCI,Thailand,214
2018,PHYS,Turkey,147
2023,MEDI,Turkey,16
2023,MEDI,Turkey,16
2020,PHYS,Ukraine,92
2018,IMMU,United Kingdom,7
2019,AGRI,United Kingdom,15
2019,PHYS,United Kingdom,122
2020,CENG,United Kingdom,11
2020,PHYS,United Kingdom,105
2021,BIOC,United Kingdom,34
2022,NEUR,United Kingdom,14
2023,NEUR,United Kingdom,14
2018,MEDI,United States,180
2018,PHYS,United States,177
2019,COMP,United States,25
2019,ENGI,United States,51
2019,ENVI,United States,20
2019,NEUR,United States,21
2020,AGRI,United States,45
2020,BIOC,United States,52
2020,ENGI,United States,40
2020,ENVI,United States,25
2021,IMMU,United States,36
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,SOCI,United States,29
2022,ENGI,United States,46
2022,ENGI,United States,46
2022,NEUR,United States,24
2022,PHYS,United States,82
2022,PHYS,United States,82
2023,MATE,United States,18
2023,SOCI,United States,27
2020,ENVI,Viet Nam,10
2022,AGRI,Viet Nam,15
2022,ENVI,Thailand,369
2022,IMMU,Thailand,269
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,NEUR,Thailand,96
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,COMP,Thailand,246
2023,COMP,Thailand,246
2023,DECI,Thailand,36
2023,DENT,Thailand,99
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENVI,Thailand,272
2023,ENVI,Thailand,272
2023,HEAL,Thailand,44
2023,IMMU,Thailand,168
2023,IMMU,Thailand,168
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,PHYS,Thailand,232
2023,PHYS,Thailand,232
2023,PHYS,Thailand,232
2021,PHYS,Trinidad and Tobago,2
2019,PHYS,Turkey,117
2019,PHYS,Turkey,117
2020,PHYS,Turkey,92
2023,IMMU,Thailand,168
2018,PHYS,Ukraine,146
2021,MEDI,Ukraine,4
2021,PHYS,Ukraine,74
2021,PHYS,Ukraine,74
2019,NURS,United Arab Emirates,1
2021,PSYC,United Arab Emirates,3
2023,MATE,United Arab Emirates,1
2018,ENGI,United Kingdom,28
2018,MEDI,United Kingdom,43
2019,MEDI,United Kingdom,61
2019,PHYS,United Kingdom,122
2020,PHYS,United Kingdom,105
2021,BUSI,United Kingdom,4
2021,COMP,United Kingdom,10
2021,ENER,United Kingdom,7
2021,MEDI,United Kingdom,99
2021,MEDI,United Kingdom,99
2021,PHYS,United Kingdom,92
2021,PHYS,United Kingdom,92
2023,AGRI,United Kingdom,19
2023,CHEM,United Kingdom,11
2018,AGRI,United States,24
2018,BIOC,United States,59
2018,BIOC,United States,59
2018,MEDI,United States,180
2018,PHAR,United States,15
2019,COMP,United States,25
2019,HEAL,United States,9
2019,MEDI,United States,204
2020,IMMU,United States,33
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,PHYS,United States,112
2021,ARTS,United States,3
2021,EART,United States,22
2021,IMMU,United States,36
2021,MATE,United States,25
2021,MEDI,United States,253
2021,PHYS,United States,118
2021,VETE,United States,8
2022,AGRI,United States,72
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,VETE,United States,18
2023,AGRI,United States,41
2023,MATE,United States,18
2023,MULT,United States,30
2023,SOCI,United States,27
2022,PSYC,Uzbekistan,1
2019,ENVI,Viet Nam,3
2021,BIOC,Viet Nam,18
2021,PHYS,Viet Nam,6
2023,MEDI,Viet Nam,28
2022,HEAL,Thailand,67
2022,MATE,Thailand,362
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,NEUR,Thailand,96
2022,NEUR,Thailand,96
2022,NEUR,Thailand,96
2022,NURS,Thailand,76
2022,NURS,Thailand,76
2022,PHAR,Thailand,224
2022,PHAR,Thailand,224
2022,PSYC,Thailand,60
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,BUSI,Thailand,79
2023,CHEM,Thailand,328
2023,COMP,Thailand,246
2023,DENT,Thailand,99
2023,EART,Thailand,87
2023,ENER,Thailand,167
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,ENVI,Thailand,272
2023,IMMU,Thailand,168
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,PHYS,Thailand,232
2022,MULT,Tunisia,1
2018,PHYS,Turkey,147
2018,PHYS,Turkey,147
2019,PHYS,Turkey,117
2022,MEDI,Turkey,8
2022,PHYS,Turkey,63
2022,MULT,Thailand,262
2021,MEDI,Turkey,17
2018,PHYS,Ukraine,146
2019,PHYS,Ukraine,116
2019,PHYS,Ukraine,116
2022,PHYS,Ukraine,64
2021,MEDI,United Arab Emirates,7
2022,ENGI,United Arab Emirates,4
2022,NEUR,United Arab Emirates,3
2018,MATE,United Kingdom,6
2018,NEUR,United Kingdom,24
2021,ENER,United Kingdom,7
2021,ENGI,United Kingdom,28
2022,MEDI,United Kingdom,98
2022,PHAR,United Kingdom,15
2023,MEDI,United Kingdom,91
2018,ENGI,United States,37
2018,PHYS,United States,177
2019,ARTS,United States,2
2019,PHYS,United States,132
2020,AGRI,United States,45
2020,ENGI,United States,40
2020,ENVI,United States,25
2020,MATH,United States,21
2020,MEDI,United States,208
2021,MATH,United States,13
2021,PHYS,United States,118
2021,PHYS,United States,118
2022,BUSI,United States,23
2022,BUSI,United States,23
2022,CHEM,United States,33
2022,COMP,United States,22
2022,ECON,United States,19
2022,ECON,United States,19
2022,IMMU,United States,43
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,SOCI,United States,30
2023,CENG,United States,23
2023,CHEM,United States,32
2023,ENGI,United States,22
2023,NEUR,United States,22
2023,VETE,United States,9
2020,BIOC,Viet Nam,6
2020,ENER,Viet Nam,2
2021,ENER,Viet Nam,13
2022,BIOC,Viet Nam,15
2023,PHAR,Viet Nam,3
2022,HEAL,Thailand,67
2022,MATE,Thailand,362
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,PHAR,Thailand,224
2022,PHAR,Thailand,224
2022,PHAR,Thailand,224
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2022,PSYC,Thailand,60
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,VETE,Thailand,139
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,COMP,Thailand,246
2023,DECI,Thailand,36
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,MATH,Thailand,108
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,MULT,Thailand,191
2023,PHAR,Thailand,139
2023,PHYS,Thailand,232
2023,PHYS,Thailand,232
2023,PSYC,Thailand,43
2023,SOCI,Thailand,214
2019,PHYS,Turkey,117
2022,PHYS,Turkey,63
2023,PSYC,Turkey,5
2022,MEDI,Uganda,6
2019,PHYS,Ukraine,116
2019,PHYS,Ukraine,116
2021,PHYS,Ukraine,74
2020,PHYS,United Arab Emirates,2
2018,PHYS,United Kingdom,161
2019,ENGI,United Kingdom,27
2019,MEDI,United Kingdom,61
2020,BIOC,United Kingdom,20
2020,ENGI,United Kingdom,24
2021,IMMU,United Kingdom,23
2021,MEDI,United Kingdom,99
2021,PSYC,United Kingdom,9
2022,BIOC,United Kingdom,34
2023,IMMU,United Kingdom,23
2023,MEDI,United Kingdom,91
2023,NURS,United Kingdom,7
2023,PHAR,United Kingdom,6
2023,PHYS,United Kingdom,41
2018,PHYS,United States,177
2019,ENGI,United States,51
2019,ENGI,United States,51
2019,ENVI,United States,20
2019,MEDI,United States,204
2020,IMMU,United States,33
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,PHYS,United States,112
2020,PHYS,United States,112
2020,PSYC,United States,12
2021,BIOC,United States,70
2021,EART,United States,22
2021,ECON,United States,15
2021,ENER,United States,22
2022,BIOC,United States,53
2022,MULT,United States,38
2023,BIOC,United States,60
2023,MEDI,United States,194
2023,MEDI,United States,194
2022,ENGI,Viet Nam,17
2022,ENVI,Viet Nam,15
2022,MATE,Thailand,362
2022,MATH,Thailand,140
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,PHYS,Thailand,334
2022,PHYS,Thailand,334
2022,PSYC,Thailand,60
2022,SOCI,Thailand,320
2023,BIOC,Thailand,366
2023,CENG,Thailand,252
2023,CENG,Thailand,252
2023,COMP,Thailand,246
2023,COMP,Thailand,246
2023,COMP,Thailand,246
2023,ECON,Thailand,63
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,ENVI,Thailand,272
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,NEUR,Thailand,81
2023,PHYS,Thailand,232
2023,VETE,Thailand,60
2022,MULT,Togo,1
2018,PHYS,Turkey,147
2019,PHYS,Turkey,117
2020,PHYS,Turkey,92
2021,PHYS,Turkey,74
2022,IMMU,Turkey,1
2023,PHYS,Thailand,232
2018,PHYS,Ukraine,146
2019,PHYS,Ukraine,116
2022,ENGI,Ukraine,8
2022,PSYC,United Arab Emirates,3
2018,MATE,United Kingdom,6
2018,MEDI,United Kingdom,43
2018,PHYS,United Kingdom,161
2018,PHYS,United Kingdom,161
2019,BIOC,United Kingdom,14
2020,MEDI,United Kingdom,81
2022,IMMU,United Kingdom,21
2022,MEDI,United Kingdom,98
2018,MATE,United States,13
2019,MEDI,United States,204
2019,MEDI,United States,204
2019,PHYS,United States,132
2020,MEDI,United States,208
2021,BUSI,United States,12
2021,ENVI,United States,37
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,NEUR,United States,18
2022,AGRI,United States,72
2022,AGRI,United States,72
2022,BIOC,United States,53
2022,BIOC,United States,53
2022,CENG,United States,26
2022,MATE,United States,25
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,PHYS,United States,82
2023,DENT,United States,10
2023,NEUR,United States,22
2018,MULT,Viet Nam,1
2020,COMP,Viet Nam,3
2020,ENGI,Viet Nam,15
2020,MEDI,Viet Nam,31
2022,PHAR,Viet Nam,7
2022,HEAL,Thailand,67
2022,IMMU,Thailand,269
2022,IMMU,Thailand,269
2022,IMMU,Thailand,269
2022,IMMU,Thailand,269
2022,MATE,Thailand,362
2022,MATE,Thailand,362
2022,MATH,Thailand,140
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,NEUR,Thailand,96
2022,PHYS,Thailand,334
2022,PSYC,Thailand,60
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,CENG,Thailand,252
2023,CENG,Thailand,252
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,COMP,Thailand,246
2023,ENER,Thailand,167
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,HEAL,Thailand,44
2023,MATE,Thailand,277
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,NEUR,Thailand,81
2023,SOCI,Thailand,214
2022,MEDI,Tunisia,6
2018,PHYS,Turkey,147
2019,MEDI,Turkey,13
2019,PHYS,Turkey,117
2020,PHYS,Turkey,92
2022,COMP,Turkey,2
2022,PHYS,Turkey,63
2022,SOCI,Thailand,320
2019,PHYS,Ukraine,116
2020,PHYS,Ukraine,92
2020,PSYC,Ukraine,1
2021,PHYS,Ukraine,74
2023,BIOC,Ukraine,1
2020,IMMU,United Arab Emirates,1
2021,CHEM,United Arab Emirates,3
2022,MEDI,United Arab Emirates,7
2019,PHAR,United Kingdom,5
2020,AGRI,United Kingdom,17
2020,MEDI,United Kingdom,81
2020,PHYS,United Kingdom,105
2022,PSYC,United Kingdom,6
2023,MEDI,United Kingdom,91
2023,NEUR,United Kingdom,14
2023,NEUR,United Kingdom,14
2023,PHYS,United Kingdom,41
2018,COMP,United States,12
2018,MEDI,United States,180
2018,MEDI,United States,180
2018,PHYS,United States,177
2018,PHYS,United States,177
2019,MATH,United States,19
2019,MEDI,United States,204
2019,MEDI,United States,204
2019,MEDI,United States,204
2019,NURS,United States,9
2019,PHAR,United States,11
2019,PHYS,United States,132
2020,BIOC,United States,52
2020,EART,United States,23
2021,AGRI,United States,46
2021,MEDI,United States,253
2021,PHYS,United States,118
2022,AGRI,United States,72
2022,ENVI,United States,37
2022,ENVI,United States,37
2022,PHYS,United States,82
2022,SOCI,United States,30
2023,MEDI,United States,194
2023,NEUR,United States,22
2021,EART,Viet Nam,5
2021,ENVI,Viet Nam,20
2021,MULT,Viet Nam,2
2022,BUSI,Viet Nam,3
2022,EART,Viet Nam,7
2022,MATE,Viet Nam,5
2022,IMMU,Thailand,269
2022,IMMU,Thailand,269
2022,MATE,Thailand,362
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,NURS,Thailand,76
2022,NURS,Thailand,76
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2022,PHYS,Thailand,334
2022,PSYC,Thailand,60
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2023,BIOC,Thailand,366
2023,CENG,Thailand,252
2023,CHEM,Thailand,328
2023,COMP,Thailand,246
2023,COMP,Thailand,246
2023,COMP,Thailand,246
2023,DENT,Thailand,99
2023,DENT,Thailand,99
2023,ECON,Thailand,63
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,IMMU,Thailand,168
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,SOCI,Thailand,214
2022,PSYC,Tunisia,2
2020,PHYS,Turkey,92
2021,ENGI,Turkey,16
2022,PSYC,Thailand,60
2022,PHAR,Uganda,2
2018,PHYS,Ukraine,146
2018,PHYS,Ukraine,146
2021,PHYS,Ukraine,74
2018,PHYS,United Kingdom,161
2018,PHYS,United Kingdom,161
2020,ENVI,United Kingdom,8
2020,MEDI,United Kingdom,81
2020,PHYS,United Kingdom,105
2020,PHYS,United Kingdom,105
2020,PSYC,United Kingdom,8
2021,AGRI,United Kingdom,17
2022,MEDI,United Kingdom,98
2022,PSYC,United Kingdom,6
2023,MEDI,United Kingdom,91
2018,BIOC,United States,59
2018,MEDI,United States,180
2019,ENGI,United States,51
2019,ENGI,United States,51
2019,IMMU,United States,24
2020,ENGI,United States,40
2020,MEDI,United States,208
2021,BIOC,United States,70
2021,BUSI,United States,12
2021,ENGI,United States,47
2022,AGRI,United States,72
2022,AGRI,United States,72
2022,AGRI,United States,72
2022,BIOC,United States,53
2022,COMP,United States,22
2022,IMMU,United States,43
2022,PHYS,United States,82
2022,PHYS,United States,82
2023,CHEM,United States,32
2023,PSYC,United States,15
2023,PSYC,United States,15
2021,PHYS,Uzbekistan,33
2019,AGRI,Viet Nam,8
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,NEUR,Thailand,96
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,CENG,Thailand,252
2023,CENG,Thailand,252
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,CHEM,Thailand,328
2023,DENT,Thailand,99
2023,ENVI,Thailand,272
2023,HEAL,Thailand,44
2023,IMMU,Thailand,168
2023,MATE,Thailand,277
2023,MATE,Thailand,277
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,SOCI,Thailand,214
2023,VETE,Thailand,60
2018,MATH,Turkey,4
2018,PHYS,Turkey,147
2019,PHYS,Turkey,117
2020,PHYS,Turkey,92
2022,ENGI,Turkey,11
2022,MULT,Turkey,4
2023,PHYS,Turkey,30
2020,ENGI,Ukraine,15
2020,PHYS,Ukraine,92
2020,PHYS,Ukraine,92
2021,ENGI,Ukraine,14
2021,PHYS,Ukraine,74
2022,PHYS,Ukraine,64
2021,AGRI,United Arab Emirates,1
2022,CHEM,United Arab Emirates,4
2018,BIOC,United Kingdom,17
2018,ENGI,United Kingdom,28
2018,ENVI,United Kingdom,6
2018,PHYS,United Kingdom,161
2018,PHYS,United Kingdom,161
2018,PHYS,United Kingdom,161
2019,CHEM,United Kingdom,13
2020,BIOC,United Kingdom,20
2020,BIOC,United Kingdom,20
2020,BIOC,United Kingdom,20
2021,HEAL,United Kingdom,4
2021,PHYS,United Kingdom,92
2022,BUSI,United Kingdom,6
2022,MULT,United Kingdom,18
2023,MATE,United Kingdom,7
2018,CENG,United States,23
2018,NEUR,United States,21
2018,PHYS,United States,177
2018,PHYS,United States,177
2019,AGRI,United States,18
2019,AGRI,United States,18
2019,CENG,United States,20
2019,ECON,United States,8
2019,ENGI,United States,51
2019,MEDI,United States,204
2020,BIOC,United States,52
2020,COMP,United States,22
2020,ENGI,United States,40
2020,PHYS,United States,112
2020,SOCI,United States,15
2021,BIOC,United States,70
2021,CENG,United States,24
2021,CHEM,United States,27
2021,EART,United States,22
2021,HEAL,United States,12
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,NURS,United States,11
2022,EART,United States,13
2022,VETE,United States,18
2023,BIOC,United States,60
2023,ENGI,United States,22
2022,PSYC,Uruguay,2
2018,ENVI,Viet Nam,4
2019,MATE,Viet Nam,3
2020,BUSI,Viet Nam,3
2022,ENGI,Viet Nam,17
2022,IMMU,Viet Nam,9
2022,MATE,Thailand,362
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2022,PHYS,Thailand,334
2022,PHYS,Thailand,334
2022,PSYC,Thailand,60
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,BUSI,Thailand,79
2023,CENG,Thailand,252
2023,ENER,Thailand,167
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENGI,Thailand,404
2023,ENVI,Thailand,272
2023,ENVI,Thailand,272
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,NEUR,Thailand,81
2023,PHAR,Thailand,139
2023,PHYS,Thailand,232
2023,SOCI,Thailand,214
2019,MEDI,Turkey,13
2019,PHYS,Turkey,117
2021,MEDI,Turkey,17
2022,MULT,Uganda,3
2018,PHYS,Ukraine,146
2019,PHYS,Ukraine,116
2020,PHYS,Ukraine,92
2021,PHYS,Ukraine,74
2023,PHYS,Ukraine,30
2023,PHYS,Ukraine,30
2018,ENGI,United Kingdom,28
2020,MEDI,United Kingdom,81
2021,MEDI,United Kingdom,99
2023,MEDI,United Kingdom,91
2023,PSYC,United Kingdom,10
2018,BIOC,United States,59
2018,BIOC,United States,59
2018,PHYS,United States,177
2019,IMMU,United States,24
2019,MEDI,United States,204
2020,ENVI,United States,25
2020,MEDI,United States,208
2020,PHYS,United States,112
2020,PSYC,United States,12
2021,AGRI,United States,46
2021,BIOC,United States,70
2021,BIOC,United States,70
2021,IMMU,United States,36
2021,MEDI,United States,253
2021,MULT,United States,35
2021,PHAR,United States,19
2021,PHYS,United States,118
2021,PHYS,United States,118
2022,AGRI,United States,72
2022,CENG,United States,26
2022,ENER,United States,15
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,PSYC,United States,17
2023,ENVI,United States,24
2023,PHYS,United States,44
2018,CHEM,Viet Nam,7
2020,EART,Viet Nam,5
2020,MEDI,Viet Nam,31
2021,BIOC,Viet Nam,18
2021,CENG,Viet Nam,16
2021,MATH,Viet Nam,4
2022,MEDI,Zambia,1
2022,ENVI,Thailand,369
2022,IMMU,Thailand,269
2022,MATE,Thailand,362
2022,MATE,Thailand,362
2022,MATH,Thailand,140
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MULT,Thailand,262
2022,MULT,Thailand,262
2022,NURS,Thailand,76
2022,PHAR,Thailand,224
2022,PHYS,Thailand,334
2022,PHYS,Thailand,334
2022,SOCI,Thailand,320
2022,SOCI,Thailand,320
2022,VETE,Thailand,139
2023,AGRI,Thailand,291
2023,AGRI,Thailand,291
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,BIOC,Thailand,366
2023,CENG,Thailand,252
2023,ECON,Thailand,63
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENER,Thailand,167
2023,ENGI,Thailand,404
2023,MATE,Thailand,277
2023,MATH,Thailand,108
2023,MATH,Thailand,108
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MEDI,Thailand,799
2023,MULT,Thailand,191
2023,PHAR,Thailand,139
2023,PHAR,Thailand,139
2023,PHYS,Thailand,232
2023,PHYS,Thailand,232
2023,SOCI,Thailand,214
2023,SOCI,Thailand,214
2023,VETE,Thailand,60
2018,PHYS,Turkey,147
2019,PHYS,Turkey,117
2022,PHYS,Turkey,63
2023,MEDI,Turkey,16
2018,MATH,Ukraine,4
2019,PHYS,Ukraine,116
2020,PHYS,Ukraine,92
2018,BIOC,United Kingdom,17
2018,PHYS,United Kingdom,161
2019,ENGI,United Kingdom,27
2019,HEAL,United Kingdom,1
2019,PHYS,United Kingdom,122
2020,MEDI,United Kingdom,81
2020,MEDI,United Kingdom,81
2020,PHAR,United Kingdom,16
2021,CHEM,United Kingdom,13
2021,DENT,United Kingdom,3
2021,MEDI,United Kingdom,99
2022,MEDI,United Kingdom,98
2022,MEDI,United Kingdom,98
2023,MATH,United Kingdom,5
2023,MEDI,United Kingdom,91
2023,SOCI,United Kingdom,10
2018,BIOC,United States,59
2018,PHYS,United States,177
2018,PHYS,United States,177
2018,SOCI,United States,12
2019,CHEM,United States,32
2019,MEDI,United States,204
2020,AGRI,United States,45
2020,BUSI,United States,8
2020,CENG,United States,15
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,MEDI,United States,208
2020,PHYS,United States,112
2021,CENG,United States,24
2021,EART,United States,22
2021,MATH,United States,13
2021,MEDI,United States,253
2021,MEDI,United States,253
2021,PHYS,United States,118
2022,ENGI,United States,46
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,MEDI,United States,243
2022,MULT,United States,38
2022,NEUR,United States,24
2022,PHYS,United States,82
2023,BUSI,United States,16
2023,CENG,United States,23
2023,IMMU,United States,30
2023,MATE,United States,18
2019,MEDI,Viet Nam,21
2019,MEDI,Viet Nam,21
2020,COMP,Viet Nam,3
2021,MEDI,Viet Nam,35
2022,ENGI,Viet Nam,17
2021,MEDI,Zimbabwe,4
2022,IMMU,Thailand,269
2022,MATE,Thailand,362
2022,MATE,Thailand,362
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
2022,MEDI,Thailand,1205
